filename,Demo-ResponseID,Stats-Q_TotalDuration,Stats-dataset_count,Stats-CompensationCondition,Stats-ResearcherCode,Stats-Group,Stats-BrowserName,Stats-BrowserVersion,Stats-OperatingSystem,Stats-ScreenResolution,Stats-FlashVersion,Stats-JavaSupport,Stats-UserAgent,Stats-Course,Demo-age,Demo-gender,Demo-lang,Demo-lang_TEXT,Demo-educ,Demo-educ_TEXT,Demo-acfield,Demo-acfieldother,Demo-dailytech_Computer,Demo-dailytech_Tablet,Demo-dailytech_SmartPhone,Demo-weeklygaming,Demo-expdataanal,Demo-expdatavis,Demo-expreadnetvis,Demo-expcreatenetvis,Demo-addlcomments,NetVisExperience
MTurkFinal,R_3KMZz1NJNATktGf,897,3,NA,NA,frucht,Chrome,61.0.3163.100,Windows NT 6.3,1280x720,-1,NA,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,24,Female,English,NA,High School diploma,NA,Biology,NA,6,2,6,10,A little,A little,None,None,NA,Low
MTurkFinal,R_2vl8UwK7QwYFYbJ,1819,3,NA,NA,openord,Chrome,61.0.3163.100,Windows NT 10.0,1536x864,-1,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,51,Male,English,NA,Bachelor’s degree,NA,Philosophy,NA,12,3,1,1,A little,A little,A little,A little,NA,Low
MTurkFinal,R_2gflI3GRd4Mm2vT,756,3,NA,NA,phrasing,Chrome,61.0.3163.100,Windows NT 10.0,1600x900,27.0.0,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,44,Female,English,NA,High School diploma,NA,Law,NA,10,0,1,0,A little,None,None,None,NA,Low
MTurkFinal,R_3lM6w1ngaCvMTPv,1420,3,NA,NA,phrasing,Chrome,61.0.3163.100,Windows NT 10.0,1366x768,27.0.0,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,60,Female,English,NA,Other,Associate Degree,Other,Accounting,8,2,0,0,None,None,None,None,NA,Low
MTurkFinal,R_2wLxzsVHUjwkNZ7,1144,3,NA,NA,color,Chrome,61.0.3163.100,Windows NT 6.1,1360x768,-1,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,25,Male,English,NA,Bachelor’s degree,NA,Business,NA,12,NA,1,40,A little,A little,None,None,NA,Low
MTurkFinal,R_1mPglK30AbMJrwW,849,3,NA,NA,openord,Chrome,61.0.3163.100,Windows NT 10.0,1280x720,-1,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,27,Female,English,NA,Bachelor’s degree,NA,Computer sciences,NA,5,0,2,2,A little,A little,None,None,NA,Low
MTurkFinal,R_1CCLd4CF9aUNo28,1754,3,NA,NA,frucht,Chrome,61.0.3163.100,Macintosh,1280x800,27.0.0,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,26,Female,English,NA,Bachelor’s degree,NA,Arts,NA,12,0,3,0,None,None,None,None,Thank you,Low
MTurkFinal,R_2CBaw7sCzLNUzaH,270,3,NA,NA,size,Chrome,61.0.3163.100,Macintosh,1280x800,-1,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,22,Male,English,NA,Bachelor’s degree,NA,Philosophy,NA,16,0,3,25,None,None,None,None,NA,Low
MTurkFinal,R_1gTNUJ6nCLdeazx,764,3,NA,NA,openord,Firefox,55.0,Windows NT 10.0,1280x720,26.0.0,NA,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:55.0) Gecko/20100101 Firefox/55.0,NA,24,Female,English,NA,Bachelor’s degree,NA,Biology,NA,9,0,4,40,None,None,None,None,NA,Low
MTurkFinal,R_1N3EwEGmeJY0OJ3,1975,3,NA,NA,control,Chrome,61.0.3163.91,Macintosh,1920x1080,-1,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.91 Safari/537.36",NA,66,Female,English,NA,Master’s degree,NA,Library and museum studies,NA,10,2,1,0,None,None,None,None,most interesting! will I find out how I did?,Low
MTurkFinal,R_21sSgIRKoz2sp9b,1441,3,NA,NA,size,Chrome,61.0.3163.100,Windows NT 6.1,1600x900,-1,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,28,Male,English,NA,Bachelor’s degree,NA,Communication studies,NA,7,1,5,20,Some,A little,None,A little,NA,Low
MTurkFinal,R_T14VVJrrMf69GsF,3291,3,NA,NA,phrasing,Chrome,61.0.3163.100,Windows NT 10.0,1080x1920,27.0.0,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,63,Female,English,NA,Other,Associate's degree,Other,Electronics Technology,12,0,1,0,A little,A little,A little,None,No comments,Low
MTurkFinal,R_3pur3iAR0lTwKYu,1325,3,NA,NA,frucht,Chrome,61.0.3163.100,Windows NT 10.0,1440x900,27.0.0,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,44,Male,English,NA,High School diploma,NA,Skipped,NA,3,1,2,14,None,None,None,None,This was fun and challenging. Thank you.,Low
MTurkFinal,R_1IfQK5v3tfbRu5o,667,3,NA,NA,color,Chrome,61.0.3163.100,Windows NT 10.0,1600x900,27.0.0,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,35,Male,English,NA,High School diploma,NA,Mathematics,NA,12,0,1,5,A little,A little,None,None,NA,Low
MTurkFinal,R_10ZO89me8dRCvOX,734,3,NA,NA,control,Chrome,61.0.3163.100,Macintosh,1440x900,27.0.0,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,47,Male,English,NA,Bachelor’s degree,NA,Business,NA,14,0,1,0,None,A little,A little,None,NA,Low
MTurkFinal,R_3fBLPbdToWiDs5P,1029,3,NA,NA,circle,Chrome,61.0.3163.100,Windows NT 6.3,1366x768,27.0.0,NA,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,63,Male,English,NA,Other,Associates Degree,Business,NA,9,1,1,2,None,None,A little,None,no comment,Low
MTurkFinal,R_2EzxedEUO6t5Zqn,1764,3,NA,NA,openord,Chrome,61.0.3163.100,Windows NT 10.0,1920x1080,27.0.0,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,45,Female,English,NA,High School diploma,NA,Skipped,NA,14,0,3,14,A little,A little,A little,None,"This was more interesting than I expected, and kind of fun. Good luck with your research!",Low
MTurkFinal,R_3Ph3lj8SJdWpSiY,988,3,NA,NA,circle,Chrome,61.0.3163.100,Windows NT 10.0,1366x768,27.0.0,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,30,Male,English,NA,Bachelor’s degree,NA,Economics,NA,12,0,8,8,Some,A little,None,None,NA,Low
MTurkFinal,R_2f1zy6PjoIyt6Wg,655,3,NA,NA,circle,Chrome,60.0.3112.113,Macintosh,1280x800,27.0.0,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36",NA,35,Female,English,NA,Bachelor’s degree,NA,Psychology,NA,1,0,1,1,A little,None,None,None,NA,Low
MTurkFinal,R_1mL8n6bLQwBKhBs,844,3,NA,NA,phrasing,Chrome,61.0.3163.100,Windows NT 10.0,1152x720,27.0.0,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,34,Male,English,NA,Bachelor’s degree,NA,Mathematics,NA,7,NA,1,5,None,None,None,None,NA,Low
MTurkFinal,R_C8sDvlDrq9wrFvz,854,3,NA,NA,openord,Chrome,61.0.3163.100,Windows NT 10.0,1920x1080,27.0.0,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,46,Male,English,NA,Bachelor’s degree,NA,Engineering,NA,10,0,1,0,None,None,None,None,NA,Low
MTurkFinal,R_UFPXG5SyTMSxzzP,858,3,NA,NA,control,Chrome,61.0.3163.100,Windows NT 10.0,1440x900,-1,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,44,Female,English,NA,Bachelor’s degree,NA,"Journalism, media studies and communication",NA,10,5,1,8,None,None,None,None,None,Low
MTurkFinal,R_b43e3ri4GTS9iOR,948,3,NA,NA,control,Firefox,56.0,Windows NT 6.1,1280x1024,26.0.0,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:56.0) Gecko/20100101 Firefox/56.0,NA,48,Male,English,NA,High School diploma,NA,Business,NA,8,NA,2,1,None,None,None,None,"Very difficult to estimate the number of links, and I'm still unsure how to pick out a cluster.",Low
MTurkFinal,R_1IMgBl47fdCi5J2,776,3,NA,NA,size,Firefox,56.0,Windows NT 10.0,1366x768,27.0.0,NA,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:56.0) Gecko/20100101 Firefox/56.0,NA,35,Female,English,NA,Bachelor’s degree,NA,Medicine,NA,12,NA,3,2,Some,Some,A little,None,No,Low
MTurkFinal,R_3RbF0FQflmH8tLb,670,3,NA,NA,openord,Chrome,61.0.3163.100,Macintosh,1280x800,27.0.0,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,20,Female,English,NA,High School diploma,NA,"Journalism, media studies and communication",NA,7,2,10,0,Some,A little,None,None,NA,Low
MTurkFinal,R_2qw4PUGsMc9GeK6,946,3,NA,NA,phrasing,Chrome,61.0.3163.100,Windows NT 10.0,1440x900,27.0.0,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,36,Female,English,NA,High School diploma,NA,Skipped,NA,7,NA,2,2,None,None,None,None,NA,Low
MTurkFinal,R_2WCfthn22mgyuDs,924,3,NA,NA,color,Chrome,61.0.3163.100,Windows NT 10.0,1536x864,-1,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,33,Male,English,NA,Master’s degree,NA,Economics,NA,8,1,1,7,A little,None,None,None,NA,Low
MTurkFinal,R_24JfrSkcm2ZTskU,1019,3,NA,NA,openord,Chrome,61.0.3163.100,Windows NT 6.1,1366x768,-1,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,36,Male,English,NA,High School diploma,NA,Skipped,NA,7,0,1,6,None,None,None,None,NA,Low
MTurkFinal,R_VWgpmq0lbp6A6fT,1180,3,NA,NA,control,Chrome,61.0.3163.100,Windows NT 10.0,1536x864,27.0.0,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,48,Female,English,NA,Master’s degree,NA,Education,NA,6,1,3,2,None,None,None,None,no,Low
MTurkFinal,R_sNWCgNnh8BjhxlL,565,3,NA,NA,control,Firefox,56.0,Windows NT 10.0,1366x768,27.0.0,NA,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:56.0) Gecko/20100101 Firefox/56.0,NA,36,Male,English,NA,Bachelor’s degree,NA,Business,NA,4,0,2,1,A little,A little,A little,None,NA,Low
MTurkFinal,R_20OOIx72pewFxTR,1276,3,NA,NA,color,Chrome,55.0.2883.98,Windows NT 6.1,1707x960,27.0.0,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.98 Safari/537.36 Vivaldi/1.6.689.40",NA,42,Male,English,NA,High School diploma,NA,Skipped,NA,4,0,2,6,None,A little,None,None,"Thank You, I tried my best",Low
MTurkFinal,R_3jVG7aRJVG4nfbb,976,3,NA,NA,frucht,Chrome,61.0.3163.100,Windows NT 10.0,1600x900,27.0.0,NA,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,22,Female,English,NA,High School diploma,NA,Skipped,NA,7,0,5,0,None,None,None,None,NA,Low
MTurkFinal,R_1gqgbM1qJiqcVv0,1340,3,NA,NA,size,Chrome,56.0.2924.87,Linux x86_64,1360x768,27.0.0,NA,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36",NA,30,Female,English,NA,Doctorate degree,NA,Physics,NA,3,1,1,12,A lot,A lot,Some,A little,"My estimates on amount of time spent per day for each category of device are very, very, very rough as that one varies depending on the day or week and what all I have going on, and I also do not formally keep track of it all.   Likewise with video game time.",Low
MTurkFinal,R_1Ej6JTYMKbT87ML,1354,3,NA,NA,color,Firefox,49.0,Windows NT 6.1,1200x675,21.0.0,1,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0,NA,60,Female,English,NA,Master’s degree,NA,Political science,NA,6,0,3,0,None,None,None,None,NA,Low
MTurkFinal,R_11dT1d8B5KPZcno,568,3,NA,NA,size,Chrome,61.0.3163.100,Windows NT 10.0,1366x768,-1,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,29,Female,English,NA,Bachelor’s degree,NA,Skipped,NA,11,3,7,10,Some,A little,None,None,NA,Low
MTurkFinal,R_27UKPGKz9zO3cc5,741,3,NA,NA,size,Firefox,56.0,Windows NT 10.0,1920x1080,27.0.0,NA,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:56.0) Gecko/20100101 Firefox/56.0,NA,36,Female,English,NA,High School diploma,NA,Skipped,NA,5,0,1,7,None,None,None,None,I hope that I did okay. I tried my best. Thank you.,Low
MTurkFinal,R_3R8zvz9QduV5dgK,766,3,NA,NA,frucht,Chrome,39.0.2150.5,Windows NT 6.1,2560x1600,23.0.0,1,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2150.5 Safari/537.36",NA,69,Do not wish to disclose,English,NA,Bachelor’s degree,NA,Other,English,4,0,0,2,A little,A little,A little,A little,NA,Low
MTurkFinal,R_oXkmSJohPBrxHdT,1529,3,NA,NA,size,Chrome,61.0.3163.100,Windows NT 10.0,1920x1080,27.0.0,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,43,Male,English,NA,Bachelor’s degree,NA,History,NA,9,4,1,20,Some,Some,None,None,NA,Low
MTurkFinal,R_3NPcjVtkQdpDXWU,697,3,NA,NA,circle,Chrome,61.0.3163.100,Windows NT 10.0,1366x768,27.0.0,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,34,Female,English,NA,High School diploma,NA,Skipped,NA,7,1,1,2,None,None,None,None,NA,Low
MTurkFinal,R_2EgD8F4fdmfYgiz,836,3,NA,NA,frucht,Chrome,57.0.2987.133,Macintosh,1280x800,27.0.0,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",NA,24,Male,English,NA,Bachelor’s degree,NA,Biology,NA,3,NA,2,0,None,None,None,None,NA,Low
MTurkFinal,R_248BIKBWBK1jgoy,719,3,NA,NA,openord,Chrome,61.0.3163.100,Linux x86_64,1920x1080,-1,NA,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,26,Male,English,NA,High School diploma,NA,Computer sciences,NA,7,0,1,20,A little,A little,A little,A little,My graph theory course didn't help me out as much as I thought it might.,Low
MTurkFinal,R_3Eo4gV47CYM4SXZ,910,3,NA,NA,frucht,Firefox,56.0,Windows NT 10.0,1920x1080,-1,NA,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:56.0) Gecko/20100101 Firefox/56.0,NA,34,Female,English,NA,Doctorate degree,NA,Information science,NA,10,0,1,15,A little,A little,A little,None,"this was surprisingly hard, but interesting; wish I knew more about it, I feel like I have pretty low  confidence in these answers",Low
MTurkFinal,R_3HUqlXgcTdLJdnn,738,3,NA,NA,size,Chrome,61.0.3163.100,Windows NT 10.0,1920x1080,-1,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,22,Male,English,NA,Bachelor’s degree,NA,Other,"Criminal Justice, that probably falls into one of those i am just not sure to be honest haha.",3,0,1,4,A little,None,None,None,NA,Low
MTurkFinal,R_3Ey8Y1UpeZEobVg,996,3,NA,NA,control,Chrome,61.0.3163.100,Windows NT 10.0,1920x1080,-1,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,23,Male,English,NA,Bachelor’s degree,NA,Business,NA,4,0,2,25,Some,A little,A little,A little,N/a,Low
MTurkFinal,R_Xi9nNkHOe3VLv2x,1157,3,NA,NA,phrasing,Chrome,60.0.3112.114,CrOS x86_64 9592.96.0,1536x864,-1,NA,"Mozilla/5.0 (X11; CrOS x86_64 9592.96.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.114 Safari/537.36",NA,29,Male,English,NA,Bachelor’s degree,NA,Public administration,NA,3,0,1,0,None,None,None,None,NA,Low
MTurkFinal,R_1JLLwtmVpef0qBe,1880,3,NA,NA,frucht,Firefox,56.0,Windows NT 6.1,1280x768,27.0.0,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:56.0) Gecko/20100101 Firefox/56.0,NA,53,Female,English,NA,High School diploma,NA,Skipped,NA,9,0,13,2,None,None,None,None,"This was interesting, but hard!  Thanks for the opportunity.",Low
MTurkFinal,R_2SDp0i2mduj1RSC,836,3,NA,NA,phrasing,Firefox,56.0,Windows NT 6.1,1600x900,27.0.0,NA,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:56.0) Gecko/20100101 Firefox/56.0,NA,62,Female,English,NA,High School diploma,NA,Skipped,NA,4,NA,1,1,None,None,None,None,NA,Low
MTurkFinal,R_BM9Z0ap753yKxUJ,772,3,NA,NA,phrasing,Chrome,61.0.3163.100,Windows NT 6.1,1920x1080,-1,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,27,Male,English,NA,Bachelor’s degree,NA,Business,NA,4,NA,4,3,Skipped,A little,None,None,No comments.,Low
MTurkFinal,R_vOKxvBYya0EyrF7,1689,3,NA,NA,phrasing,Chrome,61.0.3163.100,Windows NT 6.1,1280x1024,-1,NA,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,39,Female,English,NA,Master’s degree,NA,Political science,NA,12,1,4,4,A little,A little,A little,None,NA,Low
MTurkFinal,R_9tObTuyQ3BWRok1,827,3,NA,NA,openord,Chrome,60.0.3112.113,Windows NT 6.1,1366x768,27.0.0,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36",NA,46,Female,English,NA,Bachelor’s degree,NA,Business,NA,7,0,0,1,A little,None,None,None,NA,Low
MTurkFinal,R_31GCA9xkX1qyakj,1907,3,NA,NA,size,Chrome,61.0.3163.100,Windows NT 6.1,1024x820,27.0.0,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,70,Female,English,NA,Bachelor’s degree,NA,Arts,NA,12,6,1,2,A little,A little,None,None,none,Low
MTurkFinal,R_1IgTe23QWj25Opj,1979,3,NA,NA,control,Chrome,58.0.3029.110,Windows NT 6.1,1360x768,27.0.0,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",NA,59,Male,English,NA,Other,NA,Skipped,NA,2,0,0,10,None,None,None,None,NA,Low
MTurkFinal,R_11dZ0aCKQJVLv10,2161,3,NA,NA,circle,Firefox,56.0,Windows NT 10.0,1366x768,27.0.0,NA,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:56.0) Gecko/20100101 Firefox/56.0,NA,68,Female,English,NA,High School diploma,NA,Skipped,NA,12,NA,NA,1,None,None,None,None,I did my best but some of it was confusing for me!,Low
MTurkFinal,R_2U0dzhNYj8k3RWo,791,3,NA,NA,frucht,Chrome,61.0.3163.100,Windows NT 10.0,1366x768,27.0.0,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,36,Male,English,NA,High School diploma,NA,Skipped,n/a,2,0,1,20,None,None,None,None,none,Low
MTurkFinal,R_STC0vkeAs5ht5E5,938,3,NA,NA,color,Chrome,61.0.3163.100,Windows NT 6.3,1366x768,27.0.0,NA,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,40,Female,English,NA,High School diploma,NA,Skipped,NA,4,0,2,0,None,None,None,None,no,Low
MTurkFinal,R_Rhm7hgCk607QFGN,919,3,NA,NA,phrasing,Chrome,61.0.3163.100,Windows NT 10.0,1920x1080,27.0.0,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,39,Female,English,NA,High School diploma,NA,Skipped,NA,10,1,1,10,None,None,None,None,no,Low
MTurkFinal,R_3PC8sozb4L9sYOF,1511,3,NA,NA,color,Firefox,56.0,Windows NT 10.0,1366x768,27.0.0,NA,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:56.0) Gecko/20100101 Firefox/56.0,NA,53,Female,English,NA,Master’s degree,NA,Psychology,NA,4,1,1,9,Some,None,None,None,good luck with your research,Low
MTurkFinal,R_125SeNttQVXJq8X,521,3,NA,NA,frucht,Chrome,61.0.3163.100,Windows NT 6.1,1536x864,27.0.0,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,56,Do not wish to disclose,English,NA,Bachelor’s degree,NA,Psychology,NA,8,1,1,1,Some,A little,None,None,Thank you.,Low
MTurkFinal,R_24uQm4mIUiBkWF5,914,3,NA,NA,size,Chrome,61.0.3163.100,Windows NT 10.0,1366x768,27.0.0,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,29,Female,English,NA,High School diploma,NA,Skipped,NA,3,0,1,3,None,None,None,None,NA,Low
MTurkFinal,R_1CBKkVHYTC9kS8E,1503,3,NA,NA,frucht,Chrome,61.0.3163.100,Windows NT 10.0,1366x768,-1,NA,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,54,Female,English,NA,Bachelor’s degree,NA,Arts,NA,8,0,1,5,A little,A little,A little,None,NA,Low
MTurkFinal,R_3EWokYdBSmsE1b6,801,3,NA,NA,openord,Firefox,56.0,Macintosh,1920x1080,27.0.0,NA,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:56.0) Gecko/20100101 Firefox/56.0,NA,29,Non-binary,English,NA,Bachelor’s degree,NA,Architecture and design,NA,14,2,3,2,A little,A little,None,None,"This was an interesting survey, but it was very difficult.",Low
MTurkFinal,R_2EyDXQttciIE4zX,1097,3,NA,NA,control,Chrome,60.0.3112.114,CrOS x86_64 9592.96.0,1920x1080,27.0.0,NA,"Mozilla/5.0 (X11; CrOS x86_64 9592.96.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.114 Safari/537.36",NA,35,Male,English,NA,Bachelor’s degree,NA,Business,NA,6,0,4,0,None,None,None,None,N/A,Low
MTurkFinal,R_3ktUAxIElkRBdlp,1399,3,NA,NA,size,Chrome,61.0.3163.100,Windows NT 10.0,1920x1080,-1,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,28,Male,English,NA,Bachelor’s degree,NA,Economics,NA,8,0,2,10,A little,None,None,None,NA,Low
MTurkFinal,R_2zpzrn31skAsOtd,861,3,NA,NA,circle,Chrome,49.0.2623.112,Windows NT 5.1,1024x768,22.0.0,NA,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",NA,29,Male,English,NA,Bachelor’s degree,NA,Economics,NA,9,1,3,.5,A little,A little,None,None,I enjoyed my participation in this very interesting study. Thank you,Low
MTurkFinal,R_2rH50h79qVSbKxN,1428,3,NA,NA,openord,Firefox,55.0,Ubuntu,1920x1080,27.0.0,NA,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:55.0) Gecko/20100101 Firefox/55.0,NA,49,Male,English,NA,High School diploma,NA,Skipped,NA,12,2,0,8,None,None,None,None,NA,Low
MTurkFinal,R_1SSXd2WZg0Hhp9n,2222,3,NA,NA,circle,Chrome,61.0.3163.100,Windows NT 10.0,1920x1080,27.0.0,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36",NA,33,Male,English,NA,Bachelor’s degree,NA,Computer sciences,NA,9,0,0,15,A little,A little,None,None,N/A,Low
