Demo-ResponseID,QType,Condition,Dataset,Task,Coord,Response,DatasetOrder,TaskOrder
R_32KLz1nODmC57Hu,Exp,Siz,7,BC,Y2,598,1,1
R_2v09FpxjW8l7szb,Exp,Siz,7,BC,Y2,203,2,1
R_1OYJR9IrVReZQu2,Exp,Siz,7,BC,Y2,175,3,6
R_svsoqpOvX7SgKul,Exp,Siz,7,BC,Y2,184,1,9
R_3EFiMYdz1AJJdCe,Exp,Siz,7,BC,Y2,578,1,7
R_6tyuNFKTuW5orU5,Exp,Siz,7,BC,Y2,244,2,6
R_2A0V1wYHGbymREL,Exp,Siz,7,BC,Y2,171,3,2
R_2aUzVzxEUCi4O0T,Exp,Siz,7,BC,Y2,170,1,1
R_29h28Yi6EVpw16c,Exp,Siz,7,BC,Y2,341,1,1
R_1kXHGUoKqrIF7Dg,Exp,Siz,7,BC,Y2,362,2,4
R_29nPOwOl51dkwrz,Exp,Siz,7,BC,Y2,153,3,6
R_3kFYJsKi514mvmO,Exp,Siz,7,BC,Y2,198,2,2
R_3g0iawK5O3dQ3qD,Exp,Siz,7,BC,Y2,200,1,4
R_1QFaMYtAmGWhXbv,Exp,Siz,7,BC,Y2,178,3,7
R_cXPjtSYtMH55YcN,Exp,Siz,7,BC,Y2,357,3,6
R_22npZmESbQuwR6h,Exp,Siz,7,BC,Y2,203,3,9
R_3m97rKwrr4DNgdN,Exp,Siz,7,BC,Y2,174,1,3
R_1laGmCC2uSY70N8,Exp,Siz,7,BC,Y2,503,1,5
R_27HgY7EBkbGatHq,Exp,Siz,7,BC,Y2,500,3,3
R_3JlyCTsuKOOblSh,Exp,Siz,7,BC,Y2,341,2,3
R_A0w8SUbeYCDt5mx,Exp,Siz,7,BC,Y2,179,3,7
R_30duGyF7H9uurYG,Exp,Siz,7,BC,Y2,423,3,7
R_3Ldlcw3IQU4ZLj4,Exp,Siz,7,BC,Y2,469,3,4
R_2eWQFhIVKhDwrbr,Exp,Siz,7,BC,Y2,172,2,5
R_1GBrn1aHfsZZXOr,Exp,Siz,7,BC,Y2,392,1,5
R_1E4AkoTk8Xj53XU,Exp,Siz,7,BC,Y2,341,1,9
R_7Upm72YZn0vO0nv,Exp,Siz,7,BC,Y2,357,3,3
R_2ctJBTPmBh4oafD,Exp,Siz,7,BC,Y2,478,1,1
R_1jNCsDSXt4Zcu3Y,Exp,Siz,7,BC,Y2,201,3,2
R_2WNhoEcCaD0MbAO,Exp,Siz,7,BC,Y2,391,3,5
R_2y1RWl6bjjEiAT0,Exp,Siz,7,BC,Y2,362,3,9
R_3fUiFyHdBMsYuWY,Exp,Siz,7,BC,Y2,359,2,4
R_zfkbczsGwo62jQt,Exp,Siz,7,BC,X3,278,1,9
R_0TJeamRSAK4pZYt,Exp,Siz,7,BC,X3,314,3,2
R_1OB64xfGndxrVOk,Exp,Siz,7,BC,X3,556,1,4
R_2YrCw3LlAjYaZRX,Exp,Siz,7,BC,X3,428,2,1
R_1K1kzDXrkTVEQkL,Exp,Siz,7,BC,X3,444,1,1
R_2CBaw7sCzLNUzaH,Exp,Siz,7,BC,X3,593,2,9
R_1IMgBl47fdCi5J2,Exp,Siz,7,BC,X3,435,2,8
R_1gqgbM1qJiqcVv0,Exp,Siz,7,BC,X3,438,3,3
R_11dT1d8B5KPZcno,Exp,Siz,7,BC,X3,423,3,5
R_24uQm4mIUiBkWF5,Exp,Siz,7,BC,X3,427,1,4
R_3ktUAxIElkRBdlp,Exp,Siz,7,BC,X3,594,3,3
R_2Vl5jI3RCZe8Kty,Exp,Siz,7,BC,X3,294,1,2
R_spYLG7q2ASeBNHH,Exp,Siz,7,BC,X3,430,2,4
R_2dLJqlZ5iqUTytk,Exp,Siz,7,BC,X3,598,2,3
R_er4krML8ILhvFHb,Exp,Siz,7,BC,X3,436,3,8
R_uzaI7GfbcHoTSiR,Exp,Siz,7,BC,X3,600,2,7
R_28TIJmGJqBjsIeE,Exp,Siz,7,BC,X3,339,2,2
R_3iXADYWlOxYAVNd,Exp,Siz,7,BC,X3,560,2,3
R_32KLz1nODmC57Hu,Exp,Siz,7,BC,X3,288,1,1
R_2v09FpxjW8l7szb,Exp,Siz,7,BC,X3,341,2,1
R_1OYJR9IrVReZQu2,Exp,Siz,7,BC,X3,597,3,6
R_svsoqpOvX7SgKul,Exp,Siz,7,BC,X3,577,1,9
R_3EFiMYdz1AJJdCe,Exp,Siz,7,BC,X3,437,1,7
R_6tyuNFKTuW5orU5,Exp,Siz,7,BC,X3,605,2,6
R_2A0V1wYHGbymREL,Exp,Siz,7,BC,X3,426,3,2
R_2aUzVzxEUCi4O0T,Exp,Siz,7,BC,X3,290,1,1
R_29h28Yi6EVpw16c,Exp,Siz,7,BC,X3,313,1,1
R_1kXHGUoKqrIF7Dg,Exp,Siz,7,BC,X3,580,2,4
R_29nPOwOl51dkwrz,Exp,Siz,7,BC,X3,438,3,6
R_3kFYJsKi514mvmO,Exp,Siz,7,BC,X3,429,2,2
R_3g0iawK5O3dQ3qD,Exp,Siz,7,BC,X3,439,1,4
R_1QFaMYtAmGWhXbv,Exp,Siz,7,BC,X3,427,3,7
R_cXPjtSYtMH55YcN,Exp,Siz,7,BC,X3,437,3,6
R_22npZmESbQuwR6h,Exp,Siz,7,BC,X3,427,3,9
R_3m97rKwrr4DNgdN,Exp,Siz,7,BC,X3,596,1,3
R_1laGmCC2uSY70N8,Exp,Siz,7,BC,X3,560,1,5
R_3JlyCTsuKOOblSh,Exp,Siz,7,BC,X3,256,2,3
R_A0w8SUbeYCDt5mx,Exp,Siz,7,BC,X3,588,3,7
R_30duGyF7H9uurYG,Exp,Siz,7,BC,X3,588,3,7
R_3Ldlcw3IQU4ZLj4,Exp,Siz,7,BC,X3,576,3,4
R_2eWQFhIVKhDwrbr,Exp,Siz,7,BC,X3,289,2,5
R_1GBrn1aHfsZZXOr,Exp,Siz,7,BC,X3,461,1,5
R_1E4AkoTk8Xj53XU,Exp,Siz,7,BC,X3,596,1,9
R_7Upm72YZn0vO0nv,Exp,Siz,7,BC,X3,437,3,3
R_2ctJBTPmBh4oafD,Exp,Siz,7,BC,X3,541,1,1
R_1jNCsDSXt4Zcu3Y,Exp,Siz,7,BC,X3,594,3,2
R_2WNhoEcCaD0MbAO,Exp,Siz,7,BC,X3,429,3,5
R_2y1RWl6bjjEiAT0,Exp,Siz,7,BC,X3,257,3,9
R_3fUiFyHdBMsYuWY,Exp,Siz,7,BC,X3,438,2,4
R_zfkbczsGwo62jQt,Exp,Siz,7,BC,Y3,388,1,9
R_0TJeamRSAK4pZYt,Exp,Siz,7,BC,Y3,199,3,2
R_1OB64xfGndxrVOk,Exp,Siz,7,BC,Y3,174,1,4
R_2YrCw3LlAjYaZRX,Exp,Siz,7,BC,Y3,361,2,1
R_1K1kzDXrkTVEQkL,Exp,Siz,7,BC,Y3,184,1,1
R_2CBaw7sCzLNUzaH,Exp,Siz,7,BC,Y3,505,2,9
R_1IMgBl47fdCi5J2,Exp,Siz,7,BC,Y3,182,2,8
R_1gqgbM1qJiqcVv0,Exp,Siz,7,BC,Y3,478,3,3
R_11dT1d8B5KPZcno,Exp,Siz,7,BC,Y3,362,3,5
R_24uQm4mIUiBkWF5,Exp,Siz,7,BC,Y3,358,1,4
R_3ktUAxIElkRBdlp,Exp,Siz,7,BC,Y3,339,3,3
R_2Vl5jI3RCZe8Kty,Exp,Siz,7,BC,Y3,492,1,2
R_spYLG7q2ASeBNHH,Exp,Siz,7,BC,Y3,357,2,4
R_2dLJqlZ5iqUTytk,Exp,Siz,7,BC,Y3,499,2,3
R_er4krML8ILhvFHb,Exp,Siz,7,BC,Y3,480,3,8
R_uzaI7GfbcHoTSiR,Exp,Siz,7,BC,Y3,341,2,7
R_28TIJmGJqBjsIeE,Exp,Siz,7,BC,Y3,399,2,2
R_3iXADYWlOxYAVNd,Exp,Siz,7,BC,Y3,178,2,3
R_32KLz1nODmC57Hu,Exp,Siz,7,BC,Y3,503,1,1
R_2v09FpxjW8l7szb,Exp,Siz,7,BC,Y3,402,2,1
R_1OYJR9IrVReZQu2,Exp,Siz,7,BC,Y3,500,3,6
R_svsoqpOvX7SgKul,Exp,Siz,7,BC,Y3,342,1,9
R_3EFiMYdz1AJJdCe,Exp,Siz,7,BC,Y3,479,1,7
R_6tyuNFKTuW5orU5,Exp,Siz,7,BC,Y3,561,2,6
R_2A0V1wYHGbymREL,Exp,Siz,7,BC,Y3,358,3,2
R_2aUzVzxEUCi4O0T,Exp,Siz,7,BC,Y3,500,1,1
R_29h28Yi6EVpw16c,Exp,Siz,7,BC,Y3,199,1,1
R_1kXHGUoKqrIF7Dg,Exp,Siz,7,BC,Y3,343,2,4
R_29nPOwOl51dkwrz,Exp,Siz,7,BC,Y3,175,3,6
R_3kFYJsKi514mvmO,Exp,Siz,7,BC,Y3,357,2,2
R_3g0iawK5O3dQ3qD,Exp,Siz,7,BC,Y3,180,1,4
R_1QFaMYtAmGWhXbv,Exp,Siz,7,BC,Y3,362,3,7
R_cXPjtSYtMH55YcN,Exp,Siz,7,BC,Y3,480,3,6
R_22npZmESbQuwR6h,Exp,Siz,7,BC,Y3,357,3,9
R_3m97rKwrr4DNgdN,Exp,Siz,7,BC,Y3,504,1,3
R_1laGmCC2uSY70N8,Exp,Siz,7,BC,Y3,580,1,5
R_3JlyCTsuKOOblSh,Exp,Siz,7,BC,Y3,390,2,3
R_A0w8SUbeYCDt5mx,Exp,Siz,7,BC,Y3,498,3,7
R_30duGyF7H9uurYG,Exp,Siz,7,BC,Y3,348,3,7
R_3Ldlcw3IQU4ZLj4,Exp,Siz,7,BC,Y3,332,3,4
R_2eWQFhIVKhDwrbr,Exp,Siz,7,BC,Y3,501,2,5
R_1GBrn1aHfsZZXOr,Exp,Siz,7,BC,Y3,597,1,5
R_1E4AkoTk8Xj53XU,Exp,Siz,7,BC,Y3,340,1,9
R_7Upm72YZn0vO0nv,Exp,Siz,7,BC,Y3,477,3,3
R_2ctJBTPmBh4oafD,Exp,Siz,7,BC,Y3,627,1,1
R_1jNCsDSXt4Zcu3Y,Exp,Siz,7,BC,Y3,339,3,2
R_2WNhoEcCaD0MbAO,Exp,Siz,7,BC,Y3,361,3,5
R_2y1RWl6bjjEiAT0,Exp,Siz,7,BC,Y3,287,3,9
R_3fUiFyHdBMsYuWY,Exp,Siz,7,BC,Y3,477,2,4
R_zfkbczsGwo62jQt,Exp,Siz,7,BC,X4,255,1,9
R_0TJeamRSAK4pZYt,Exp,Siz,7,BC,X4,248,3,2
R_1OB64xfGndxrVOk,Exp,Siz,7,BC,X4,598,1,4
R_2YrCw3LlAjYaZRX,Exp,Siz,7,BC,X4,597,2,1
R_1K1kzDXrkTVEQkL,Exp,Siz,7,BC,X4,433,1,1
R_2CBaw7sCzLNUzaH,Exp,Siz,7,BC,X4,575,2,9
R_1IMgBl47fdCi5J2,Exp,Siz,7,BC,X4,256,2,8
R_1gqgbM1qJiqcVv0,Exp,Siz,7,BC,X4,426,3,3
R_11dT1d8B5KPZcno,Exp,Siz,7,BC,X4,437,3,5
R_24uQm4mIUiBkWF5,Exp,Siz,7,BC,X4,438,1,4
R_3ktUAxIElkRBdlp,Exp,Siz,7,BC,X4,253,3,3
R_2Vl5jI3RCZe8Kty,Exp,Siz,7,BC,X4,593,1,2
R_spYLG7q2ASeBNHH,Exp,Siz,7,BC,X4,436,2,4
R_2dLJqlZ5iqUTytk,Exp,Siz,7,BC,X4,292,2,3
R_er4krML8ILhvFHb,Exp,Siz,7,BC,X4,555,3,8
R_uzaI7GfbcHoTSiR,Exp,Siz,7,BC,X4,444,2,7
R_28TIJmGJqBjsIeE,Exp,Siz,7,BC,X4,292,2,2
R_3iXADYWlOxYAVNd,Exp,Siz,7,BC,X4,290,2,3
R_32KLz1nODmC57Hu,Exp,Siz,7,BC,X4,225,1,1
R_2v09FpxjW8l7szb,Exp,Siz,7,BC,X4,293,2,1
R_1OYJR9IrVReZQu2,Exp,Siz,7,BC,X4,294,3,6
R_svsoqpOvX7SgKul,Exp,Siz,7,BC,X4,597,1,9
R_3EFiMYdz1AJJdCe,Exp,Siz,7,BC,X4,427,1,7
R_6tyuNFKTuW5orU5,Exp,Siz,7,BC,X4,323,2,6
R_2A0V1wYHGbymREL,Exp,Siz,7,BC,X4,466,3,2
R_2aUzVzxEUCi4O0T,Exp,Siz,7,BC,X4,596,1,1
R_29h28Yi6EVpw16c,Exp,Siz,7,BC,X4,338,1,1
R_1kXHGUoKqrIF7Dg,Exp,Siz,7,BC,X4,600,2,4
R_29nPOwOl51dkwrz,Exp,Siz,7,BC,X4,427,3,6
R_3kFYJsKi514mvmO,Exp,Siz,7,BC,X4,595,2,2
R_3g0iawK5O3dQ3qD,Exp,Siz,7,BC,X4,580,1,4
R_1QFaMYtAmGWhXbv,Exp,Siz,7,BC,X4,597,3,7
R_cXPjtSYtMH55YcN,Exp,Siz,7,BC,X4,467,3,6
R_22npZmESbQuwR6h,Exp,Siz,7,BC,X4,578,3,9
R_3m97rKwrr4DNgdN,Exp,Siz,7,BC,X4,470,1,3
R_1laGmCC2uSY70N8,Exp,Siz,7,BC,X4,468,1,5
R_3JlyCTsuKOOblSh,Exp,Siz,7,BC,X4,437,2,3
R_A0w8SUbeYCDt5mx,Exp,Siz,7,BC,X4,296,3,7
R_30duGyF7H9uurYG,Exp,Siz,7,BC,X4,426,3,7
R_3Ldlcw3IQU4ZLj4,Exp,Siz,7,BC,X4,441,3,4
R_2eWQFhIVKhDwrbr,Exp,Siz,7,BC,X4,597,2,5
R_1GBrn1aHfsZZXOr,Exp,Siz,7,BC,X4,596,1,5
R_1E4AkoTk8Xj53XU,Exp,Siz,7,BC,X4,440,1,9
R_7Upm72YZn0vO0nv,Exp,Siz,7,BC,X4,602,3,3
R_2ctJBTPmBh4oafD,Exp,Siz,7,BC,X4,579,1,1
R_1jNCsDSXt4Zcu3Y,Exp,Siz,7,BC,X4,253,3,2
R_2WNhoEcCaD0MbAO,Exp,Siz,7,BC,X4,597,3,5
R_2y1RWl6bjjEiAT0,Exp,Siz,7,BC,X4,226,3,9
R_3fUiFyHdBMsYuWY,Exp,Siz,7,BC,X4,595,2,4
R_zfkbczsGwo62jQt,Exp,Siz,7,BC,Y4,389,1,9
R_0TJeamRSAK4pZYt,Exp,Siz,7,BC,Y4,290,3,2
R_1OB64xfGndxrVOk,Exp,Siz,7,BC,Y4,500,1,4
R_2YrCw3LlAjYaZRX,Exp,Siz,7,BC,Y4,501,2,1
R_1K1kzDXrkTVEQkL,Exp,Siz,7,BC,Y4,183,1,1
R_2CBaw7sCzLNUzaH,Exp,Siz,7,BC,Y4,338,2,9
R_1IMgBl47fdCi5J2,Exp,Siz,7,BC,Y4,383,2,8
R_1gqgbM1qJiqcVv0,Exp,Siz,7,BC,Y4,360,3,3
R_11dT1d8B5KPZcno,Exp,Siz,7,BC,Y4,477,3,5
R_24uQm4mIUiBkWF5,Exp,Siz,7,BC,Y4,478,1,4
R_3ktUAxIElkRBdlp,Exp,Siz,7,BC,Y4,388,3,3
R_2Vl5jI3RCZe8Kty,Exp,Siz,7,BC,Y4,507,1,2
R_spYLG7q2ASeBNHH,Exp,Siz,7,BC,Y4,183,2,4
R_2dLJqlZ5iqUTytk,Exp,Siz,7,BC,Y4,503,2,3
R_er4krML8ILhvFHb,Exp,Siz,7,BC,Y4,178,3,8
R_uzaI7GfbcHoTSiR,Exp,Siz,7,BC,Y4,530,2,7
R_28TIJmGJqBjsIeE,Exp,Siz,7,BC,Y4,499,2,2
R_3iXADYWlOxYAVNd,Exp,Siz,7,BC,Y4,496,2,3
R_32KLz1nODmC57Hu,Exp,Siz,7,BC,Y4,169,1,1
R_2v09FpxjW8l7szb,Exp,Siz,7,BC,Y4,505,2,1
R_1OYJR9IrVReZQu2,Exp,Siz,7,BC,Y4,501,3,6
R_svsoqpOvX7SgKul,Exp,Siz,7,BC,Y4,343,1,9
R_3EFiMYdz1AJJdCe,Exp,Siz,7,BC,Y4,357,1,7
R_6tyuNFKTuW5orU5,Exp,Siz,7,BC,Y4,507,2,6
R_2A0V1wYHGbymREL,Exp,Siz,7,BC,Y4,594,3,2
R_2aUzVzxEUCi4O0T,Exp,Siz,7,BC,Y4,503,1,1
R_29h28Yi6EVpw16c,Exp,Siz,7,BC,Y4,398,1,1
R_1kXHGUoKqrIF7Dg,Exp,Siz,7,BC,Y4,341,2,4
R_29nPOwOl51dkwrz,Exp,Siz,7,BC,Y4,362,3,6
R_3kFYJsKi514mvmO,Exp,Siz,7,BC,Y4,503,2,2
R_3g0iawK5O3dQ3qD,Exp,Siz,7,BC,Y4,343,1,4
R_1QFaMYtAmGWhXbv,Exp,Siz,7,BC,Y4,504,3,7
R_cXPjtSYtMH55YcN,Exp,Siz,7,BC,Y4,597,3,6
R_22npZmESbQuwR6h,Exp,Siz,7,BC,Y4,339,3,9
R_3m97rKwrr4DNgdN,Exp,Siz,7,BC,Y4,596,1,3
R_1laGmCC2uSY70N8,Exp,Siz,7,BC,Y4,598,1,5
R_3JlyCTsuKOOblSh,Exp,Siz,7,BC,Y4,476,2,3
R_A0w8SUbeYCDt5mx,Exp,Siz,7,BC,Y4,497,3,7
R_30duGyF7H9uurYG,Exp,Siz,7,BC,Y4,360,3,7
R_3Ldlcw3IQU4ZLj4,Exp,Siz,7,BC,Y4,185,3,4
R_2eWQFhIVKhDwrbr,Exp,Siz,7,BC,Y4,504,2,5
R_1GBrn1aHfsZZXOr,Exp,Siz,7,BC,Y4,501,1,5
R_1E4AkoTk8Xj53XU,Exp,Siz,7,BC,Y4,532,1,9
R_7Upm72YZn0vO0nv,Exp,Siz,7,BC,Y4,507,3,3
R_2ctJBTPmBh4oafD,Exp,Siz,7,BC,Y4,336,1,1
R_1jNCsDSXt4Zcu3Y,Exp,Siz,7,BC,Y4,291,3,2
R_2WNhoEcCaD0MbAO,Exp,Siz,7,BC,Y4,506,3,5
R_2y1RWl6bjjEiAT0,Exp,Siz,7,BC,Y4,174,3,9
R_3fUiFyHdBMsYuWY,Exp,Siz,7,BC,Y4,343,2,4
R_zfkbczsGwo62jQt,Exp,Siz,7,BC,X5,426,1,9
R_0TJeamRSAK4pZYt,Exp,Siz,7,BC,X5,292,3,2
R_1OB64xfGndxrVOk,Exp,Siz,7,BC,X5,465,1,4
R_2YrCw3LlAjYaZRX,Exp,Siz,7,BC,X5,342,2,1
R_1K1kzDXrkTVEQkL,Exp,Siz,7,BC,X5,428,1,1
R_2CBaw7sCzLNUzaH,Exp,Siz,7,BC,X5,594,2,9
R_1IMgBl47fdCi5J2,Exp,Siz,7,BC,X5,335,2,8
R_1gqgbM1qJiqcVv0,Exp,Siz,7,BC,X5,310,3,3
R_11dT1d8B5KPZcno,Exp,Siz,7,BC,X5,334,3,5
R_24uQm4mIUiBkWF5,Exp,Siz,7,BC,X5,596,1,4
R_3ktUAxIElkRBdlp,Exp,Siz,7,BC,X5,434,3,3
R_2Vl5jI3RCZe8Kty,Exp,Siz,7,BC,X5,557,1,2
R_spYLG7q2ASeBNHH,Exp,Siz,7,BC,X5,579,2,4
R_er4krML8ILhvFHb,Exp,Siz,7,BC,X5,465,3,8
R_uzaI7GfbcHoTSiR,Exp,Siz,7,BC,X5,287,2,7
R_28TIJmGJqBjsIeE,Exp,Siz,7,BC,X5,596,2,2
R_3iXADYWlOxYAVNd,Exp,Siz,7,BC,X5,591,2,3
R_32KLz1nODmC57Hu,Exp,Siz,7,BC,X5,315,1,1
R_2v09FpxjW8l7szb,Exp,Siz,7,BC,X5,467,2,1
R_1OYJR9IrVReZQu2,Exp,Siz,7,BC,X5,427,3,6
R_svsoqpOvX7SgKul,Exp,Siz,7,BC,X5,442,1,9
R_3EFiMYdz1AJJdCe,Exp,Siz,7,BC,X5,434,1,7
R_2A0V1wYHGbymREL,Exp,Siz,7,BC,X5,291,3,2
R_2aUzVzxEUCi4O0T,Exp,Siz,7,BC,X5,461,1,1
R_29h28Yi6EVpw16c,Exp,Siz,7,BC,X5,429,1,1
R_29nPOwOl51dkwrz,Exp,Siz,7,BC,X5,445,3,6
R_3kFYJsKi514mvmO,Exp,Siz,7,BC,X5,435,2,2
R_3g0iawK5O3dQ3qD,Exp,Siz,7,BC,X5,441,1,4
R_1QFaMYtAmGWhXbv,Exp,Siz,7,BC,X5,257,3,7
R_cXPjtSYtMH55YcN,Exp,Siz,7,BC,X5,251,3,6
R_22npZmESbQuwR6h,Exp,Siz,7,BC,X5,441,3,9
R_3m97rKwrr4DNgdN,Exp,Siz,7,BC,X5,293,1,3
R_1laGmCC2uSY70N8,Exp,Siz,7,BC,X5,396,1,5
R_30duGyF7H9uurYG,Exp,Siz,7,BC,X5,316,3,7
R_2eWQFhIVKhDwrbr,Exp,Siz,7,BC,X5,315,2,5
R_1GBrn1aHfsZZXOr,Exp,Siz,7,BC,X5,557,1,5
R_1E4AkoTk8Xj53XU,Exp,Siz,7,BC,X5,385,1,9
R_7Upm72YZn0vO0nv,Exp,Siz,7,BC,X5,561,3,3
R_2ctJBTPmBh4oafD,Exp,Siz,7,BC,X5,596,1,1
R_1jNCsDSXt4Zcu3Y,Exp,Siz,7,BC,X5,578,3,2
R_2WNhoEcCaD0MbAO,Exp,Siz,7,BC,X5,229,3,5
R_2y1RWl6bjjEiAT0,Exp,Siz,7,BC,X5,592,3,9
R_3fUiFyHdBMsYuWY,Exp,Siz,7,BC,X5,339,2,4
R_zfkbczsGwo62jQt,Exp,Siz,7,BC,Y5,358,1,9
R_0TJeamRSAK4pZYt,Exp,Siz,7,BC,Y5,497,3,2
R_1OB64xfGndxrVOk,Exp,Siz,7,BC,Y5,597,1,4
R_2YrCw3LlAjYaZRX,Exp,Siz,7,BC,Y5,399,2,1
R_1K1kzDXrkTVEQkL,Exp,Siz,7,BC,Y5,358,1,1
R_2CBaw7sCzLNUzaH,Exp,Siz,7,BC,Y5,346,2,9
R_1IMgBl47fdCi5J2,Exp,Siz,7,BC,Y5,393,2,8
R_1gqgbM1qJiqcVv0,Exp,Siz,7,BC,Y5,203,3,3
R_11dT1d8B5KPZcno,Exp,Siz,7,BC,Y5,398,3,5
R_24uQm4mIUiBkWF5,Exp,Siz,7,BC,Y5,342,1,4
R_3ktUAxIElkRBdlp,Exp,Siz,7,BC,Y5,474,3,3
R_2Vl5jI3RCZe8Kty,Exp,Siz,7,BC,Y5,176,1,2
R_spYLG7q2ASeBNHH,Exp,Siz,7,BC,Y5,341,2,4
R_er4krML8ILhvFHb,Exp,Siz,7,BC,Y5,598,3,8
R_uzaI7GfbcHoTSiR,Exp,Siz,7,BC,Y5,389,2,7
R_28TIJmGJqBjsIeE,Exp,Siz,7,BC,Y5,501,2,2
R_3iXADYWlOxYAVNd,Exp,Siz,7,BC,Y5,497,2,3
R_32KLz1nODmC57Hu,Exp,Siz,7,BC,Y5,198,1,1
R_2v09FpxjW8l7szb,Exp,Siz,7,BC,Y5,599,2,1
R_1OYJR9IrVReZQu2,Exp,Siz,7,BC,Y5,359,3,6
R_svsoqpOvX7SgKul,Exp,Siz,7,BC,Y5,477,1,9
R_3EFiMYdz1AJJdCe,Exp,Siz,7,BC,Y5,181,1,7
R_2A0V1wYHGbymREL,Exp,Siz,7,BC,Y5,500,3,2
R_2aUzVzxEUCi4O0T,Exp,Siz,7,BC,Y5,593,1,1
R_29h28Yi6EVpw16c,Exp,Siz,7,BC,Y5,358,1,1
R_29nPOwOl51dkwrz,Exp,Siz,7,BC,Y5,477,3,6
R_3kFYJsKi514mvmO,Exp,Siz,7,BC,Y5,475,2,2
R_3g0iawK5O3dQ3qD,Exp,Siz,7,BC,Y5,475,1,4
R_1QFaMYtAmGWhXbv,Exp,Siz,7,BC,Y5,388,3,7
R_cXPjtSYtMH55YcN,Exp,Siz,7,BC,Y5,288,3,6
R_22npZmESbQuwR6h,Exp,Siz,7,BC,Y5,481,3,9
R_3m97rKwrr4DNgdN,Exp,Siz,7,BC,Y5,498,1,3
R_1laGmCC2uSY70N8,Exp,Siz,7,BC,Y5,605,1,5
R_30duGyF7H9uurYG,Exp,Siz,7,BC,Y5,199,3,7
R_2eWQFhIVKhDwrbr,Exp,Siz,7,BC,Y5,202,2,5
R_1GBrn1aHfsZZXOr,Exp,Siz,7,BC,Y5,175,1,5
R_1E4AkoTk8Xj53XU,Exp,Siz,7,BC,Y5,430,1,9
R_7Upm72YZn0vO0nv,Exp,Siz,7,BC,Y5,178,3,3
R_2ctJBTPmBh4oafD,Exp,Siz,7,BC,Y5,342,1,1
R_1jNCsDSXt4Zcu3Y,Exp,Siz,7,BC,Y5,340,3,2
R_2WNhoEcCaD0MbAO,Exp,Siz,7,BC,Y5,169,3,5
R_2y1RWl6bjjEiAT0,Exp,Siz,7,BC,Y5,500,3,9
R_3fUiFyHdBMsYuWY,Exp,Siz,7,BC,Y5,395,2,4
R_1rCxMkCtCuMXpOF,Exp,Siz,7,ClustConf,NA,Somewhat doubtful (26-50%),2,1
R_zfkbczsGwo62jQt,Exp,Siz,7,ClustConf,NA,Somewhat confident (51-75%),1,5
R_0TJeamRSAK4pZYt,Exp,Siz,7,ClustConf,NA,Somewhat confident (51-75%),3,8
R_1OB64xfGndxrVOk,Exp,Siz,7,ClustConf,NA,Somewhat confident (51-75%),1,9
R_2YrCw3LlAjYaZRX,Exp,Siz,7,ClustConf,NA,Somewhat doubtful (26-50%),2,8
R_1K1kzDXrkTVEQkL,Exp,Siz,7,ClustConf,NA,Somewhat confident (51-75%),1,4
R_332peQ0RyrCjsVO,Exp,Siz,7,ClustConf,NA,Somewhat confident (51-75%),1,3
R_2CBaw7sCzLNUzaH,Exp,Siz,7,ClustConf,NA,Very doubtful (0-25%),2,4
R_1IMgBl47fdCi5J2,Exp,Siz,7,ClustConf,NA,Somewhat doubtful (26-50%),2,3
R_1gqgbM1qJiqcVv0,Exp,Siz,7,ClustConf,NA,Somewhat confident (51-75%),3,2
R_11dT1d8B5KPZcno,Exp,Siz,7,ClustConf,NA,Somewhat doubtful (26-50%),3,6
R_24uQm4mIUiBkWF5,Exp,Siz,7,ClustConf,NA,Somewhat doubtful (26-50%),1,1
R_3ktUAxIElkRBdlp,Exp,Siz,7,ClustConf,NA,Somewhat confident (51-75%),3,6
R_2Vl5jI3RCZe8Kty,Exp,Siz,7,ClustConf,NA,Somewhat confident (51-75%),1,1
R_spYLG7q2ASeBNHH,Exp,Siz,7,ClustConf,NA,Somewhat confident (51-75%),2,5
R_2dLJqlZ5iqUTytk,Exp,Siz,7,ClustConf,NA,Somewhat confident (51-75%),2,6
R_er4krML8ILhvFHb,Exp,Siz,7,ClustConf,NA,Very doubtful (0-25%),3,9
R_uzaI7GfbcHoTSiR,Exp,Siz,7,ClustConf,NA,Somewhat confident (51-75%),2,6
R_28TIJmGJqBjsIeE,Exp,Siz,7,ClustConf,NA,Somewhat confident (51-75%),2,9
R_3iXADYWlOxYAVNd,Exp,Siz,7,ClustConf,NA,Very doubtful (0-25%),2,1
R_32KLz1nODmC57Hu,Exp,Siz,7,ClustConf,NA,Very confident (76-100%),1,6
R_2v09FpxjW8l7szb,Exp,Siz,7,ClustConf,NA,Somewhat confident (51-75%),2,2
R_1OYJR9IrVReZQu2,Exp,Siz,7,ClustConf,NA,Somewhat confident (51-75%),3,7
R_svsoqpOvX7SgKul,Exp,Siz,7,ClustConf,NA,Somewhat doubtful (26-50%),1,6
R_3EFiMYdz1AJJdCe,Exp,Siz,7,ClustConf,NA,Somewhat confident (51-75%),1,4
R_6tyuNFKTuW5orU5,Exp,Siz,7,ClustConf,NA,Somewhat confident (51-75%),2,5
R_2A0V1wYHGbymREL,Exp,Siz,7,ClustConf,NA,Somewhat confident (51-75%),3,4
