Demo-ResponseID,QType,Condition,Dataset,Task,Coord,Response,DatasetOrder,TaskOrder
R_9AHvTzEWdYxfqU1,Exp,Cir,9,BC,Y4,618,3,3
R_3Ib3DkK3ujhXhAV,Exp,Cir,9,BC,Y4,651,1,7
R_1BQwOBQU5oapE5n,Exp,Cir,9,BC,Y4,186,1,4
R_3fZF7JfyqwFIaAy,Exp,Cir,9,BC,Y4,615,2,8
R_2aWuDYvMsiu5LEW,Exp,Cir,9,BC,Y4,697,2,9
R_tEcLt443x0i2qcN,Exp,Cir,9,BC,Y4,141,2,5
R_2vk7eERsnSLnwLJ,Exp,Cir,9,BC,Y4,654,1,2
R_3MKXlQQp07DHG1o,Exp,Cir,9,BC,Y4,402,1,1
R_3Ph3lj8SJdWpSiY,Exp,Cir,9,BC,Y4,657,2,7
R_2zpzrn31skAsOtd,Exp,Cir,9,BC,Y4,440,3,1
R_1SSXd2WZg0Hhp9n,Exp,Cir,9,BC,Y4,137,3,1
R_2rr7mHn5eiOPqpO,Exp,Cir,9,BC,Y4,440,2,3
R_248yqtebDpZZ5Pj,Exp,Cir,9,BC,Y4,382,3,6
R_2VdTjdU1gS0WZfb,Exp,Cir,9,BC,Y4,453,3,8
R_becylR2e3NnqGXv,Exp,Cir,9,BC,Y4,705,2,9
R_2UilSUSEbpVfYdu,Exp,Cir,9,BC,Y4,429,1,7
R_ronFOiEUyWtiTkt,Exp,Cir,9,BC,Y4,461,3,8
R_31sYrOriLb6l7UE,Exp,Cir,9,BC,Y4,191,1,4
R_9zQxJazYsCziODT,Exp,Cir,9,BC,Y4,588,1,4
R_21Ere9e6x71MEw8,Exp,Cir,9,BC,Y4,550,3,5
R_2QGwhENfZm0Vs4z,Exp,Cir,9,BC,Y4,593,3,6
R_3nJdvvERY9lYTgC,Exp,Cir,9,BC,Y4,403,3,1
R_1IyIJJ9kXZD3JiP,Exp,Cir,9,BC,Y4,532,2,3
R_3dVLQWtZdaxvqXL,Exp,Cir,9,BC,Y4,582,3,8
R_1eKtOwxh8qVDZN6,Exp,Cir,9,BC,Y4,659,2,2
R_vdZvWHiOr9fdhg5,Exp,Cir,9,BC,Y4,40,2,1
R_1rqZK98jfOkH8HU,Exp,Cir,9,BC,Y4,451,3,6
R_26gnROoZIBWpDsP,Exp,Cir,9,BC,Y4,140,3,1
R_3DbtSU222MZSiDv,Exp,Cir,9,BC,Y4,271,2,5
R_2WMeHM73xUpmwQr,Exp,Cir,9,BC,Y4,615,2,5
R_2U3MRkWx7S8ZPMO,Exp,Cir,9,BC,Y4,157,2,2
R_Xnq4l91sOc7RE3L,Exp,Cir,9,BC,Y4,663,2,5
R_p3LNUe2FUoWSbUB,Exp,Cir,9,BC,Y4,39,1,4
R_27egdMDRIo5pmmf,Exp,Cir,9,BC,Y4,591,2,4
R_1nN1uGAejYWDewa,Exp,Cir,9,BC,Y4,80,1,5
R_2PpXjyz0koI7rkE,Exp,Cir,9,BC,X5,40,2,6
R_9AHvTzEWdYxfqU1,Exp,Cir,9,BC,X5,137,3,3
R_3Ib3DkK3ujhXhAV,Exp,Cir,9,BC,X5,35,1,7
R_1BQwOBQU5oapE5n,Exp,Cir,9,BC,X5,82,1,4
R_3fZF7JfyqwFIaAy,Exp,Cir,9,BC,X5,690,2,8
R_2aWuDYvMsiu5LEW,Exp,Cir,9,BC,X5,42,2,9
R_2vk7eERsnSLnwLJ,Exp,Cir,9,BC,X5,645,1,2
R_3MKXlQQp07DHG1o,Exp,Cir,9,BC,X5,466,1,1
R_3Ph3lj8SJdWpSiY,Exp,Cir,9,BC,X5,54,2,7
R_2zpzrn31skAsOtd,Exp,Cir,9,BC,X5,609,3,1
R_1SSXd2WZg0Hhp9n,Exp,Cir,9,BC,X5,623,3,1
R_2rr7mHn5eiOPqpO,Exp,Cir,9,BC,X5,534,2,3
R_248yqtebDpZZ5Pj,Exp,Cir,9,BC,X5,296,3,6
R_2VdTjdU1gS0WZfb,Exp,Cir,9,BC,X5,663,3,8
R_becylR2e3NnqGXv,Exp,Cir,9,BC,X5,690,2,9
R_2UilSUSEbpVfYdu,Exp,Cir,9,BC,X5,547,1,7
R_ronFOiEUyWtiTkt,Exp,Cir,9,BC,X5,47,3,8
R_31sYrOriLb6l7UE,Exp,Cir,9,BC,X5,669,1,4
R_9zQxJazYsCziODT,Exp,Cir,9,BC,X5,55,1,4
R_21Ere9e6x71MEw8,Exp,Cir,9,BC,X5,536,3,5
R_1IyIJJ9kXZD3JiP,Exp,Cir,9,BC,X5,698,2,3
R_3dVLQWtZdaxvqXL,Exp,Cir,9,BC,X5,606,3,8
R_1eKtOwxh8qVDZN6,Exp,Cir,9,BC,X5,688,2,2
R_vdZvWHiOr9fdhg5,Exp,Cir,9,BC,X5,56,2,1
R_1rqZK98jfOkH8HU,Exp,Cir,9,BC,X5,284,3,6
R_3DbtSU222MZSiDv,Exp,Cir,9,BC,X5,138,2,5
R_2WMeHM73xUpmwQr,Exp,Cir,9,BC,X5,43,2,5
R_2U3MRkWx7S8ZPMO,Exp,Cir,9,BC,X5,117,2,2
R_1nN1uGAejYWDewa,Exp,Cir,9,BC,X5,687,1,5
R_2PpXjyz0koI7rkE,Exp,Cir,9,BC,Y5,459,2,6
R_9AHvTzEWdYxfqU1,Exp,Cir,9,BC,Y5,616,3,3
R_3Ib3DkK3ujhXhAV,Exp,Cir,9,BC,Y5,388,1,7
R_1BQwOBQU5oapE5n,Exp,Cir,9,BC,Y5,532,1,4
R_3fZF7JfyqwFIaAy,Exp,Cir,9,BC,Y5,289,2,8
R_2aWuDYvMsiu5LEW,Exp,Cir,9,BC,Y5,264,2,9
R_2vk7eERsnSLnwLJ,Exp,Cir,9,BC,Y5,548,1,2
R_3MKXlQQp07DHG1o,Exp,Cir,9,BC,Y5,617,1,1
R_3Ph3lj8SJdWpSiY,Exp,Cir,9,BC,Y5,489,2,7
R_2zpzrn31skAsOtd,Exp,Cir,9,BC,Y5,593,3,1
R_1SSXd2WZg0Hhp9n,Exp,Cir,9,BC,Y5,151,3,1
R_2rr7mHn5eiOPqpO,Exp,Cir,9,BC,Y5,655,2,3
R_248yqtebDpZZ5Pj,Exp,Cir,9,BC,Y5,32,3,6
R_2VdTjdU1gS0WZfb,Exp,Cir,9,BC,Y5,205,3,8
R_becylR2e3NnqGXv,Exp,Cir,9,BC,Y5,444,2,9
R_2UilSUSEbpVfYdu,Exp,Cir,9,BC,Y5,363,1,7
R_ronFOiEUyWtiTkt,Exp,Cir,9,BC,Y5,482,3,8
R_31sYrOriLb6l7UE,Exp,Cir,9,BC,Y5,512,1,4
R_9zQxJazYsCziODT,Exp,Cir,9,BC,Y5,470,1,4
R_21Ere9e6x71MEw8,Exp,Cir,9,BC,Y5,653,3,5
R_1IyIJJ9kXZD3JiP,Exp,Cir,9,BC,Y5,314,2,3
R_3dVLQWtZdaxvqXL,Exp,Cir,9,BC,Y5,602,3,8
R_1eKtOwxh8qVDZN6,Exp,Cir,9,BC,Y5,443,2,2
R_vdZvWHiOr9fdhg5,Exp,Cir,9,BC,Y5,480,2,1
R_1rqZK98jfOkH8HU,Exp,Cir,9,BC,Y5,527,3,6
R_3DbtSU222MZSiDv,Exp,Cir,9,BC,Y5,614,2,5
R_2WMeHM73xUpmwQr,Exp,Cir,9,BC,Y5,462,2,5
R_2U3MRkWx7S8ZPMO,Exp,Cir,9,BC,Y5,137,2,2
R_1nN1uGAejYWDewa,Exp,Cir,9,BC,Y5,440,1,5
R_1ou6l7qiLdWVo7g,Exp,Cir,9,ClustConf,NA,Very doubtful (0-25%),3,1
R_2PpXjyz0koI7rkE,Exp,Cir,9,ClustConf,NA,Very confident (76-100%),2,7
R_2WI3e8puY6AMGOo,Exp,Cir,9,ClustConf,NA,Very doubtful (0-25%),3,7
R_3MyUwSgEqr9cP89,Exp,Cir,9,ClustConf,NA,Somewhat confident (51-75%),3,2
R_1K3aKeMbIaEJ47k,Exp,Cir,9,ClustConf,NA,Very confident (76-100%),3,9
R_3HuJVaiKRzhOPhL,Exp,Cir,9,ClustConf,NA,Very doubtful (0-25%),1,8
R_9AHvTzEWdYxfqU1,Exp,Cir,9,ClustConf,NA,Very confident (76-100%),3,1
R_vC8LzRedEEaupvX,Exp,Cir,9,ClustConf,NA,Somewhat confident (51-75%),2,2
R_3Ib3DkK3ujhXhAV,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),1,5
R_1BQwOBQU5oapE5n,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),1,9
R_3fZF7JfyqwFIaAy,Exp,Cir,9,ClustConf,NA,Very doubtful (0-25%),2,1
R_2aWuDYvMsiu5LEW,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),2,3
R_tEcLt443x0i2qcN,Exp,Cir,9,ClustConf,NA,Very doubtful (0-25%),2,4
R_2vk7eERsnSLnwLJ,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),1,6
R_1Qnh2HmN0L0znv6,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),2,2
R_1H0KpKxcCXetC7Y,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),1,7
R_3MKXlQQp07DHG1o,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),1,4
R_2CCTUBugVwwHEJD,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),2,4
R_qVpcZWGKLjORmJX,Exp,Cir,9,ClustConf,NA,Very confident (76-100%),2,3
R_3Ph3lj8SJdWpSiY,Exp,Cir,9,ClustConf,NA,Somewhat confident (51-75%),2,1
R_2zpzrn31skAsOtd,Exp,Cir,9,ClustConf,NA,Somewhat confident (51-75%),3,6
R_1SSXd2WZg0Hhp9n,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),3,9
R_2rr7mHn5eiOPqpO,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),2,8
R_3KCjSrDvVh9R1o0,Exp,Cir,9,ClustConf,NA,Very confident (76-100%),3,1
R_2fedav05uyBIjsk,Exp,Cir,9,ClustConf,NA,Very doubtful (0-25%),1,5
R_BM81kEqseDWhail,Exp,Cir,9,ClustConf,NA,Somewhat confident (51-75%),3,5
R_248yqtebDpZZ5Pj,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),3,1
R_2aOyLV1qBxPX2Q6,Exp,Cir,9,ClustConf,NA,Somewhat confident (51-75%),1,9
R_2VdTjdU1gS0WZfb,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),3,7
R_21GuGbOtlMKhqLY,Exp,Cir,9,ClustConf,NA,Very doubtful (0-25%),1,6
R_becylR2e3NnqGXv,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),2,8
R_3KU7vDf9mAYm0A9,Exp,Cir,9,ClustConf,NA,Very doubtful (0-25%),3,3
R_2UilSUSEbpVfYdu,Exp,Cir,9,ClustConf,NA,Somewhat confident (51-75%),1,1
R_3efyOvSIxKkoAj4,Exp,Cir,9,ClustConf,NA,Very doubtful (0-25%),1,9
R_ronFOiEUyWtiTkt,Exp,Cir,9,ClustConf,NA,Very doubtful (0-25%),3,6
R_31sYrOriLb6l7UE,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),1,7
R_3KqW3ZiXi2XYy0V,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),2,8
R_9zQxJazYsCziODT,Exp,Cir,9,ClustConf,NA,Very doubtful (0-25%),1,1
R_21Ere9e6x71MEw8,Exp,Cir,9,ClustConf,NA,Very doubtful (0-25%),3,8
R_2VOVizdhryyjNjn,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),2,3
R_2QGwhENfZm0Vs4z,Exp,Cir,9,ClustConf,NA,Very doubtful (0-25%),3,1
R_3nJdvvERY9lYTgC,Exp,Cir,9,ClustConf,NA,Somewhat confident (51-75%),3,7
R_1IyIJJ9kXZD3JiP,Exp,Cir,9,ClustConf,NA,Very doubtful (0-25%),2,6
R_3dVLQWtZdaxvqXL,Exp,Cir,9,ClustConf,NA,Very confident (76-100%),3,5
R_50TVnLiJ3Pdteq5,Exp,Cir,9,ClustConf,NA,Somewhat confident (51-75%),3,2
R_1eKtOwxh8qVDZN6,Exp,Cir,9,ClustConf,NA,Somewhat confident (51-75%),2,5
R_vdZvWHiOr9fdhg5,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),2,6
R_1rqZK98jfOkH8HU,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),3,9
R_1eXgYncZtcsDztv,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),3,3
R_26gnROoZIBWpDsP,Exp,Cir,9,ClustConf,NA,Somewhat confident (51-75%),3,4
R_1Zj8wW4kr5mQpNL,Exp,Cir,9,ClustConf,NA,Very doubtful (0-25%),3,6
R_3DbtSU222MZSiDv,Exp,Cir,9,ClustConf,NA,Very doubtful (0-25%),2,1
R_yWt2AmPi1a6CZln,Exp,Cir,9,ClustConf,NA,Somewhat confident (51-75%),1,3
R_31vo2bsd3p5YQ93,Exp,Cir,9,ClustConf,NA,Somewhat confident (51-75%),3,6
R_1PUeEfNVWiTrGV5,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),2,8
R_02JW8bTjiC9LnaN,Exp,Cir,9,ClustConf,NA,Somewhat confident (51-75%),2,4
R_2w02JBsTgrzYwbo,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),2,3
R_2WMeHM73xUpmwQr,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),2,1
R_sA2sWWKKM6m0nq9,Exp,Cir,9,ClustConf,NA,Very doubtful (0-25%),1,2
R_2U3MRkWx7S8ZPMO,Exp,Cir,9,ClustConf,NA,Very doubtful (0-25%),2,4
R_33j7oDTDhdPCtSr,Exp,Cir,9,ClustConf,NA,Very doubtful (0-25%),1,7
R_Xnq4l91sOc7RE3L,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),2,9
R_p3LNUe2FUoWSbUB,Exp,Cir,9,ClustConf,NA,Somewhat confident (51-75%),1,2
R_27egdMDRIo5pmmf,Exp,Cir,9,ClustConf,NA,Somewhat confident (51-75%),2,3
R_r3Cjj7orUCVKs49,Exp,Cir,9,ClustConf,NA,Very doubtful (0-25%),1,4
R_1nN1uGAejYWDewa,Exp,Cir,9,ClustConf,NA,Very confident (76-100%),1,7
R_1FtXtPCBAOrqURu,Exp,Cir,9,ClustConf,NA,Somewhat doubtful (26-50%),1,2
R_1ou6l7qiLdWVo7g,Exp,Cir,9,NumClust,NA,6,3,3
R_2PpXjyz0koI7rkE,Exp,Cir,9,NumClust,NA,6,2,2
R_2WI3e8puY6AMGOo,Exp,Cir,9,NumClust,NA,15,3,2
R_3MyUwSgEqr9cP89,Exp,Cir,9,NumClust,NA,6,3,8
R_1K3aKeMbIaEJ47k,Exp,Cir,9,NumClust,NA,5,3,6
R_3HuJVaiKRzhOPhL,Exp,Cir,9,NumClust,NA,5,1,5
R_9AHvTzEWdYxfqU1,Exp,Cir,9,NumClust,NA,9,3,6
R_vC8LzRedEEaupvX,Exp,Cir,9,NumClust,NA,5,2,8
R_3Ib3DkK3ujhXhAV,Exp,Cir,9,NumClust,NA,5,1,4
R_1BQwOBQU5oapE5n,Exp,Cir,9,NumClust,NA,6,1,5
R_3fZF7JfyqwFIaAy,Exp,Cir,9,NumClust,NA,7,2,7
R_2aWuDYvMsiu5LEW,Exp,Cir,9,NumClust,NA,5,2,5
R_tEcLt443x0i2qcN,Exp,Cir,9,NumClust,NA,4,2,8
R_2vk7eERsnSLnwLJ,Exp,Cir,9,NumClust,NA,5,1,4
R_1Qnh2HmN0L0znv6,Exp,Cir,9,NumClust,NA,3,2,1
R_1H0KpKxcCXetC7Y,Exp,Cir,9,NumClust,NA,25,1,8
R_3MKXlQQp07DHG1o,Exp,Cir,9,NumClust,NA,45,1,6
R_2CCTUBugVwwHEJD,Exp,Cir,9,NumClust,NA,3,2,7
R_qVpcZWGKLjORmJX,Exp,Cir,9,NumClust,NA,2,2,7
R_3Ph3lj8SJdWpSiY,Exp,Cir,9,NumClust,NA,3,2,2
R_2zpzrn31skAsOtd,Exp,Cir,9,NumClust,NA,24,3,5
R_1SSXd2WZg0Hhp9n,Exp,Cir,9,NumClust,NA,6,3,6
R_2rr7mHn5eiOPqpO,Exp,Cir,9,NumClust,NA,400,2,2
R_3KCjSrDvVh9R1o0,Exp,Cir,9,NumClust,NA,3,3,5
R_2fedav05uyBIjsk,Exp,Cir,9,NumClust,NA,3,1,8
R_BM81kEqseDWhail,Exp,Cir,9,NumClust,NA,32,3,8
R_248yqtebDpZZ5Pj,Exp,Cir,9,NumClust,NA,5,3,5
R_2aOyLV1qBxPX2Q6,Exp,Cir,9,NumClust,NA,4,1,4
R_2VdTjdU1gS0WZfb,Exp,Cir,9,NumClust,NA,8,3,3
R_21GuGbOtlMKhqLY,Exp,Cir,9,NumClust,NA,2,1,5
R_becylR2e3NnqGXv,Exp,Cir,9,NumClust,NA,4,2,3
R_3KU7vDf9mAYm0A9,Exp,Cir,9,NumClust,NA,1,3,8
R_2UilSUSEbpVfYdu,Exp,Cir,9,NumClust,NA,8,1,3
R_3efyOvSIxKkoAj4,Exp,Cir,9,NumClust,NA,120,1,2
R_ronFOiEUyWtiTkt,Exp,Cir,9,NumClust,NA,3,3,3
R_31sYrOriLb6l7UE,Exp,Cir,9,NumClust,NA,5,1,6
R_3KqW3ZiXi2XYy0V,Exp,Cir,9,NumClust,NA,5,2,2
R_9zQxJazYsCziODT,Exp,Cir,9,NumClust,NA,4,1,3
R_21Ere9e6x71MEw8,Exp,Cir,9,NumClust,NA,1,3,6
R_2VOVizdhryyjNjn,Exp,Cir,9,NumClust,NA,20,2,6
R_2QGwhENfZm0Vs4z,Exp,Cir,9,NumClust,NA,3,3,9
R_3nJdvvERY9lYTgC,Exp,Cir,9,NumClust,NA,6,3,4
R_1IyIJJ9kXZD3JiP,Exp,Cir,9,NumClust,NA,9,2,8
R_3dVLQWtZdaxvqXL,Exp,Cir,9,NumClust,NA,6,3,2
R_50TVnLiJ3Pdteq5,Exp,Cir,9,NumClust,NA,4,3,3
R_1eKtOwxh8qVDZN6,Exp,Cir,9,NumClust,NA,5,2,3
R_vdZvWHiOr9fdhg5,Exp,Cir,9,NumClust,NA,5,2,3
R_1rqZK98jfOkH8HU,Exp,Cir,9,NumClust,NA,9,3,8
R_1eXgYncZtcsDztv,Exp,Cir,9,NumClust,NA,3,3,8
R_26gnROoZIBWpDsP,Exp,Cir,9,NumClust,NA,45,3,8
R_1Zj8wW4kr5mQpNL,Exp,Cir,9,NumClust,NA,9,3,3
R_3DbtSU222MZSiDv,Exp,Cir,9,NumClust,NA,7,2,3
R_yWt2AmPi1a6CZln,Exp,Cir,9,NumClust,NA,10,1,8
R_31vo2bsd3p5YQ93,Exp,Cir,9,NumClust,NA,40,3,9
R_1PUeEfNVWiTrGV5,Exp,Cir,9,NumClust,NA,2,2,9
R_02JW8bTjiC9LnaN,Exp,Cir,9,NumClust,NA,1,2,2
R_2w02JBsTgrzYwbo,Exp,Cir,9,NumClust,NA,10,2,8
R_2WMeHM73xUpmwQr,Exp,Cir,9,NumClust,NA,12,2,6
R_sA2sWWKKM6m0nq9,Exp,Cir,9,NumClust,NA,3,1,8
R_33j7oDTDhdPCtSr,Exp,Cir,9,NumClust,NA,375,1,9
R_Xnq4l91sOc7RE3L,Exp,Cir,9,NumClust,NA,6,2,7
R_p3LNUe2FUoWSbUB,Exp,Cir,9,NumClust,NA,10,1,9
R_27egdMDRIo5pmmf,Exp,Cir,9,NumClust,NA,7,2,5
R_r3Cjj7orUCVKs49,Exp,Cir,9,NumClust,NA,5,1,3
R_1nN1uGAejYWDewa,Exp,Cir,9,NumClust,NA,6,1,3
R_1FtXtPCBAOrqURu,Exp,Cir,9,NumClust,NA,4,1,8
R_1ou6l7qiLdWVo7g,Exp,Cir,9,LargeClust1,NA,20,3,4
R_2PpXjyz0koI7rkE,Exp,Cir,9,LargeClust1,NA,7,2,1
R_2WI3e8puY6AMGOo,Exp,Cir,9,LargeClust1,NA,12,3,6
R_3MyUwSgEqr9cP89,Exp,Cir,9,LargeClust1,NA,9,3,9
R_1K3aKeMbIaEJ47k,Exp,Cir,9,LargeClust1,NA,34,3,3
R_3HuJVaiKRzhOPhL,Exp,Cir,9,LargeClust1,NA,16,1,9
R_9AHvTzEWdYxfqU1,Exp,Cir,9,LargeClust1,NA,15,3,9
R_vC8LzRedEEaupvX,Exp,Cir,9,LargeClust1,NA,15,2,3
R_3Ib3DkK3ujhXhAV,Exp,Cir,9,LargeClust1,NA,29,1,2
R_1BQwOBQU5oapE5n,Exp,Cir,9,LargeClust1,NA,15,1,8
R_3fZF7JfyqwFIaAy,Exp,Cir,9,LargeClust1,NA,25,2,6
R_2aWuDYvMsiu5LEW,Exp,Cir,9,LargeClust1,NA,29,2,1
R_tEcLt443x0i2qcN,Exp,Cir,9,LargeClust1,NA,12,2,9
R_2vk7eERsnSLnwLJ,Exp,Cir,9,LargeClust1,NA,10,1,7
R_1Qnh2HmN0L0znv6,Exp,Cir,9,LargeClust1,NA,80,2,9
R_1H0KpKxcCXetC7Y,Exp,Cir,9,LargeClust1,NA,65,1,5
R_3MKXlQQp07DHG1o,Exp,Cir,9,LargeClust1,NA,63,1,8
R_2CCTUBugVwwHEJD,Exp,Cir,9,LargeClust1,NA,8,2,1
R_qVpcZWGKLjORmJX,Exp,Cir,9,LargeClust1,NA,79,2,5
R_3Ph3lj8SJdWpSiY,Exp,Cir,9,LargeClust1,NA,20,2,5
R_2zpzrn31skAsOtd,Exp,Cir,9,LargeClust1,NA,65,3,8
R_1SSXd2WZg0Hhp9n,Exp,Cir,9,LargeClust1,NA,10,3,8
R_2rr7mHn5eiOPqpO,Exp,Cir,9,LargeClust1,NA,20,2,7
R_3KCjSrDvVh9R1o0,Exp,Cir,9,LargeClust1,NA,28,3,9
R_2fedav05uyBIjsk,Exp,Cir,9,LargeClust1,NA,40,1,1
R_BM81kEqseDWhail,Exp,Cir,9,LargeClust1,NA,64,3,1
R_248yqtebDpZZ5Pj,Exp,Cir,9,LargeClust1,NA,4,3,4
R_2aOyLV1qBxPX2Q6,Exp,Cir,9,LargeClust1,NA,63,1,8
R_2VdTjdU1gS0WZfb,Exp,Cir,9,LargeClust1,NA,15,3,6
R_21GuGbOtlMKhqLY,Exp,Cir,9,LargeClust1,NA,71,1,3
R_becylR2e3NnqGXv,Exp,Cir,9,LargeClust1,NA,12,2,5
R_3KU7vDf9mAYm0A9,Exp,Cir,9,LargeClust1,NA,100,3,7
R_2UilSUSEbpVfYdu,Exp,Cir,9,LargeClust1,NA,53,1,6
R_3efyOvSIxKkoAj4,Exp,Cir,9,LargeClust1,NA,70,1,5
R_ronFOiEUyWtiTkt,Exp,Cir,9,LargeClust1,NA,42,3,2
R_31sYrOriLb6l7UE,Exp,Cir,9,LargeClust1,NA,13,1,8
R_3KqW3ZiXi2XYy0V,Exp,Cir,9,LargeClust1,NA,8,2,1
R_9zQxJazYsCziODT,Exp,Cir,9,LargeClust1,NA,10,1,7
R_21Ere9e6x71MEw8,Exp,Cir,9,LargeClust1,NA,100,3,4
R_2VOVizdhryyjNjn,Exp,Cir,9,LargeClust1,NA,22,2,9
R_2QGwhENfZm0Vs4z,Exp,Cir,9,LargeClust1,NA,34,3,2
R_3nJdvvERY9lYTgC,Exp,Cir,9,LargeClust1,NA,37,3,9
R_1IyIJJ9kXZD3JiP,Exp,Cir,9,LargeClust1,NA,30,2,1
R_3dVLQWtZdaxvqXL,Exp,Cir,9,LargeClust1,NA,21,3,9
R_50TVnLiJ3Pdteq5,Exp,Cir,9,LargeClust1,NA,47,3,6
R_1eKtOwxh8qVDZN6,Exp,Cir,9,LargeClust1,NA,27,2,6
R_vdZvWHiOr9fdhg5,Exp,Cir,9,LargeClust1,NA,61,2,2
R_1rqZK98jfOkH8HU,Exp,Cir,9,LargeClust1,NA,20,3,5
R_1eXgYncZtcsDztv,Exp,Cir,9,LargeClust1,NA,74,3,4
R_26gnROoZIBWpDsP,Exp,Cir,9,LargeClust1,NA,19,3,9
R_1Zj8wW4kr5mQpNL,Exp,Cir,9,LargeClust1,NA,24,3,8
R_3DbtSU222MZSiDv,Exp,Cir,9,LargeClust1,NA,8,2,4
R_yWt2AmPi1a6CZln,Exp,Cir,9,LargeClust1,NA,60,1,7
R_31vo2bsd3p5YQ93,Exp,Cir,9,LargeClust1,NA,66,3,1
R_1PUeEfNVWiTrGV5,Exp,Cir,9,LargeClust1,NA,7,2,5
R_02JW8bTjiC9LnaN,Exp,Cir,9,LargeClust1,NA,20,2,7
R_2w02JBsTgrzYwbo,Exp,Cir,9,LargeClust1,NA,31,2,6
R_2WMeHM73xUpmwQr,Exp,Cir,9,LargeClust1,NA,15,2,4
R_sA2sWWKKM6m0nq9,Exp,Cir,9,LargeClust1,NA,61,1,5
R_2U3MRkWx7S8ZPMO,Exp,Cir,9,LargeClust1,NA,26,2,1
R_33j7oDTDhdPCtSr,Exp,Cir,9,LargeClust1,NA,100,1,8
R_Xnq4l91sOc7RE3L,Exp,Cir,9,LargeClust1,NA,62,2,3
R_p3LNUe2FUoWSbUB,Exp,Cir,9,LargeClust1,NA,5,1,5
R_27egdMDRIo5pmmf,Exp,Cir,9,LargeClust1,NA,13,2,7
R_r3Cjj7orUCVKs49,Exp,Cir,9,LargeClust1,NA,63,1,6
R_1nN1uGAejYWDewa,Exp,Cir,9,LargeClust1,NA,10,1,4
R_1FtXtPCBAOrqURu,Exp,Cir,9,LargeClust1,NA,40,1,6
R_1ou6l7qiLdWVo7g,Exp,Cir,9,NumNodes,NA,200,3,8
R_2PpXjyz0koI7rkE,Exp,Cir,9,NumNodes,NA,300,2,5
R_2WI3e8puY6AMGOo,Exp,Cir,9,NumNodes,NA,500,3,1
R_3MyUwSgEqr9cP89,Exp,Cir,9,NumNodes,NA,400,3,6
R_1K3aKeMbIaEJ47k,Exp,Cir,9,NumNodes,NA,180,3,8
R_3HuJVaiKRzhOPhL,Exp,Cir,9,NumNodes,NA,100,1,2
R_9AHvTzEWdYxfqU1,Exp,Cir,9,NumNodes,NA,300,3,4
R_vC8LzRedEEaupvX,Exp,Cir,9,NumNodes,NA,300,2,7
R_3Ib3DkK3ujhXhAV,Exp,Cir,9,NumNodes,NA,40,1,3
R_1BQwOBQU5oapE5n,Exp,Cir,9,NumNodes,NA,100,1,1
R_3fZF7JfyqwFIaAy,Exp,Cir,9,NumNodes,NA,250,2,5
R_2aWuDYvMsiu5LEW,Exp,Cir,9,NumNodes,NA,300,2,6
R_tEcLt443x0i2qcN,Exp,Cir,9,NumNodes,NA,800,2,3
R_2vk7eERsnSLnwLJ,Exp,Cir,9,NumNodes,NA,200,1,8
R_1Qnh2HmN0L0znv6,Exp,Cir,9,NumNodes,NA,16,2,3
R_1H0KpKxcCXetC7Y,Exp,Cir,9,NumNodes,NA,48,1,9
R_3MKXlQQp07DHG1o,Exp,Cir,9,NumNodes,NA,15,1,9
R_2CCTUBugVwwHEJD,Exp,Cir,9,NumNodes,NA,70,2,2
R_qVpcZWGKLjORmJX,Exp,Cir,9,NumNodes,NA,55,2,6
R_3Ph3lj8SJdWpSiY,Exp,Cir,9,NumNodes,NA,100,2,8
R_2zpzrn31skAsOtd,Exp,Cir,9,NumNodes,NA,374,3,2
R_1SSXd2WZg0Hhp9n,Exp,Cir,9,NumNodes,NA,400,3,2
R_2rr7mHn5eiOPqpO,Exp,Cir,9,NumNodes,NA,400,2,4
R_3KCjSrDvVh9R1o0,Exp,Cir,9,NumNodes,NA,66,3,4
